Joshua Project People Group Data

ROL3,Language,Status,NbrPGICs,JPScale,LeastReached,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion
qxh,"Quechua, Panao",L,1,3,N,4,,2009,1994-1995,Y,N,457,1,Christianity
qxp,"Quechua, Puno",L,1,3,N,4,,1947-1971,1901-1965,N,Y,,1,Christianity
qvs,"Quechua, San Martin",L,1,4,N,4,,1992-2008,1970-2006,Y,Y,266,1,Christianity
qxt,"Quechua, Santa Ana de Tusi Pasco",L,1,3,N,1,,,,N,N,,1,Christianity
qws,"Quechua, Sihuas Ancash",L,1,4,N,3,,,2017,N,Y,,1,Christianity
quh,"Quechua, South Bolivian",L,5,5,N,5,1986-1993,1922-2015,1907-1949,Y,Y,263,1,Christianity
qxo,"Quechua, Southern Conchucos",L,1,3,N,5,2019,2002-2008,1992-2006,Y,N,290,1,Christianity
qup,"Quechua, Southern Pastaza",L,1,3,N,4,,1997-2008,1981-1998,Y,N,645,1,Christianity
qux,"Quechua, Yauyos",N,1,3,N,0,,,,N,Y,,1,Christianity
qvy,Queyu,L,1,1,Y,1,,,,N,N,,2,Buddhism
qud,"Quichua, Calderon Highland",L,1,4,N,0,,,,N,Y,,1,Christianity
qxr,"Quichua, Canar Highland",L,1,3,N,5,2010,1996,1990-1994,Y,N,261,1,Christianity
qug,"Quichua, Chimborazo Highland",L,2,4,N,5,1989-2010,1954-1973,1917-1968,Y,Y,98,1,Christianity
qvi,"Quichua, Imbabura Highland",L,1,3,N,5,1994,1976,Yes,Y,Y,264,1,Christianity
qvj,"Quichua, Loja Highland",N,1,3,N,3,,,1986,N,Y,,1,Christianity
qvo,"Quichua, Napo",L,3,4,N,4,,1988,1972-1987,N,Y,,1,Christianity
qvz,"Quichua, Northern Pastaza",L,2,4,N,4,,1992-2009,1985,Y,Y,718,1,Christianity
qxl,"Quichua, Salasaca Highland",L,1,3,N,4,,Yes,1987-2009,N,Y,qxl,1,Christianity
qus,"Quichua, Santiago del Estero",L,1,3,N,3,,,1990,N,Y,,1,Christianity
quw,"Quichua, Tena Lowland",L,1,3,N,4,,1972,1946-1964,N,N,,1,Christianity
qui,Quileute,N,,,N,0,,,,N,Y,,,
qun,Quinault,N,,,N,0,,,,N,Y,,,
quq,Quinqui,L,,,N,1,,,,N,N,,,
rah,Rabha,L,40,3,N,4,,2000,1909-1986,Y,Y,,5,Hinduism
rad,Rade,L,3,5,N,5,1997-2015,1964,1937-1966,Y,Y,rad,1,Christianity
raz,Rahambuu,L,1,1,Y,0,,,,N,N,,6,Islam
rjs,Rajbanshi,L,6,1,Y,4,,2009,2005-2016,Y,Y,,5,Hinduism
rji,Raji,L,1,1,Y,1,,,,N,Y,,5,Hinduism
rjg,Rajong,L,1,2,N,1,,,,N,N,,6,Islam
rkh,Rakahanga-Manihiki,L,2,4,N,0,,,,N,N,,1,Christianity
rki,Rakhine,L,7,1,Y,3,,,Yes,Y,Y,,2,Buddhism
ral,Ralte,N,1,3,N,0,,,,N,Y,,1,Christianity
rma,Rama,N,,,N,0,,,,N,N,,,
rai,Ramoaaina,L,1,5,N,4,,2007,1882-2002,N,Y,1186,1,Christianity
kjx,Ramopa,L,1,5,N,3,,,Yes,N,N,,1,Christianity
lje,Rampi,L,1,4,N,3,,,2011,Y,Y,,1,Christianity
rax,Rang,L,1,,N,1,,,,N,N,,,
rgk,Rangkas,N,,,N,0,,,,N,N,,,
rnl,Ranglong,L,,,N,4,,2003,1994-1998,N,Y,rnl,,
rkt,Rangpuri,L,43,1,Y,3,,,2008–2011,Y,N,,5,Hinduism
rao,Rao,L,1,4,N,4,,2000,1991-1995,Y,Y,,1,Christianity
ray,Rapa,L,1,4,N,3,,,2008,N,N,,1,Christianity
rap,"Rapa Nui",L,1,4,N,4,,2018,2003,N,N,,1,Christianity
kyx,Rapoisi,L,1,5,N,3,,,1994-2003,N,N,,1,Christianity
rpt,Rapting,L,1,5,N,1,,,,N,N,,1,Christianity
rac,Rasawa,L,1,4,N,1,,,,N,N,,1,Christianity
btn,Ratagnon,N,,,N,0,,,,N,N,,,
rth,Ratahan,N,,,N,3,,,1994,N,N,,,
rtw,Rathawi,L,1,1,Y,3,,,Yes,Y,N,,5,Hinduism
rau,Raute,L,12,1,Y,1,,,,N,Y,,5,Hinduism
yea,Ravula,L,2,1,Y,5,2018,2018,2011–2014,Y,Y,,5,Hinduism
rwo,Rawa,L,2,4,N,4,,1992-2001,1978,Y,Y,1189,1,Christianity
raw,Rawang,L,2,5,N,5,1986,1974-1981,1952-1963,Y,Y,,1,Christianity
jnl,Rawat,L,18,1,Y,0,,,,N,Y,,5,Hinduism
rwa,Rawo,L,1,5,N,1,,,,N,Y,,1,Christianity
rat,Razajerdi,L,,,N,0,,,,N,Y,,,
rzh,Razihi,L,1,1,Y,1,,,,N,N,,6,Islam
atu,Reel,L,1,4,N,2,,,,N,Y,,4,"Ethnic Religions"
rej,Rejang,L,1,1,Y,4,,Yes,Yes,Y,Y,,6,Islam
rei,Reli,L,,,N,0,,,,N,Y,,,
bow,Rema,N,,,N,0,,,,N,N,,,
rmb,Rembarrnga,L,1,5,N,1,,,,N,Y,,4,"Ethnic Religions"
reb,Rembong,L,1,4,N,1,,,,N,N,,1,Christianity
rmp,Rempi,L,1,5,N,1,,,,N,N,,1,Christianity
lkj,Remun,L,1,2,N,1,,,,N,N,,4,"Ethnic Religions"
rel,Rendille,L,1,4,N,4,,Yes,1993-2004,Y,Y,,4,"Ethnic Religions"
ren,Rengao,L,1,2,N,3,,,1977,N,Y,,4,"Ethnic Religions"
mnv,Rennell-Bellona,L,1,5,N,4,,1994,1942-1996,N,Y,,1,Christianity
rpn,Repanbitip,L,1,5,N,1,,,,N,N,,1,Christianity
rea,Rerau,L,1,5,N,1,,,,N,N,,1,Christianity
pgk,Rerep,L,1,5,N,3,,,1892-1913,N,N,,1,Christianity
res,Reshe,L,1,4,N,3,,,1970-2009,Y,Y,,6,Islam
rgr,Resigaro,N,,,N,0,,,,N,N,,,
ret,Reta,L,1,1,Y,1,,,,N,N,,6,Islam
rcf,"Reunion Creole French",L,5,4,N,3,,,Yes,Y,Y,,1,Christianity
rey,Reyesano,N,,,N,0,,,,N,Y,,,
ria,Riang,L,2,3,N,5,2007-2008,1990,1959-1982,Y,Y,1059,5,Hinduism
yin,"Riang Lai",L,1,5,N,1,,,,N,Y,,4,"Ethnic Religions"
ril,"Riang Lang",L,2,1,Y,3,,,1950,N,Y,,4,"Ethnic Religions"
ran,Riantana,L,1,4,N,1,,,,N,N,,1,Christianity
rir,Ribun,L,1,4,N,2,,,,N,Y,,1,Christianity
nmw,Rifao,L,1,5,N,3,,,1979-1984,N,N,nmw,1,Christianity
iri,Rigwe,L,1,4,N,4,,2012,1923-2009,Y,Y,iri,4,"Ethnic Religions"
rkb,Rikbaktsa,N,1,4,N,4,,2000,1977-1993,Y,N,669,1,Christianity
rgu,Rikou,L,1,4,N,4,,2004,Yes,N,Y,,1,Christianity
ksh,Ripuarian,L,,,N,3,,,1992,N,Y,,,
rri,Ririo,N,,,N,0,,,,N,N,,,
rit,Ritharrngu,L,1,5,N,0,,,,N,Y,,4,"Ethnic Religions"
riu,Riung,L,1,2,N,1,,,,N,N,,6,Islam
lbn,Rmeet,L,2,1,Y,3,,,2014,N,Y,,4,"Ethnic Religions"
roc,"Roglai, Cacgia",L,1,2,N,1,,,,N,N,,4,"Ethnic Religions"
rog,"Roglai, Northern",L,1,4,N,3,,,1966-1976,Y,Y,,4,"Ethnic Religions"
rgs,"Roglai, Southern",L,1,4,N,0,,,,N,Y,,4,"Ethnic Religions"
rod,Rogo,L,1,1,Y,1,,,,N,N,,6,Islam
rhg,Rohingya,L,6,1,Y,3,,,Yes,Y,Y,,6,Islam
rmm,Roma,L,1,4,N,1,,,,N,N,,1,Christianity
rgn,Romagnol,L,,,N,3,,,1865-2005,N,N,,,
rmx,Romam,L,1,1,Y,1,,,,N,Y,,4,"Ethnic Religions"
rmn,"Romani, Balkan",L,16,3,N,5,2015,2008,1912-1937,Y,Y,1360,1,Christianity
rml,"Romani, Baltic",L,6,4,N,5,2014,2001,1933-1996,N,Y,rml,1,Christianity
rmc,"Romani, Carpathian",L,9,4,N,4,,2014,1936-1996,Y,Y,992,1,Christianity
rmf,"Romani, Kalo Finnish",L,2,5,N,3,,,1971,N,N,,1,Christianity
rmo,"Romani, Sinte",L,13,4,N,4,,2010,1875-2007,Y,Y,rmo,1,Christianity
rmu,"Romani, Tavringer",N,,,N,0,,,,N,N,,,
rmy,"Romani, Vlax",L,31,4,N,4,,1984-1995,1930-1991,Y,Y,391,1,Christianity
rmw,"Romani, Welsh",N,,,N,0,,,,N,N,,,
ron,Romanian,L,63,4,N,5,1688-1989,1648-1993,1561-1993,Y,Y,903,1,Christianity
rms,"Romanian Sign Language",L,1,,N,3,,,Yes,Y,N,,1,Christianity
ruo,"Romanian, Istro",L,2,3,N,0,,,,N,N,,1,Christianity
ruq,"Romanian, Megleno",L,2,3,N,1,,,,N,N,,1,Christianity
rge,Romano-Greek,N,,,N,0,,,,N,N,,,
rsb,Romano-Serbian,L,1,3,N,2,,,,N,N,,1,Christianity
roh,Romansh,L,2,3,N,5,1679-1953,1560-1954,1562-1964,N,Y,,1,Christianity
rol,Romblomanon,L,1,5,N,4,,2013,1992-2011,Y,Y,,1,Christianity
rof,Rombo,L,1,3,N,1,,,,N,N,,1,Christianity
rmk,Romkun,L,1,5,N,1,,,,N,N,,1,Christianity
cla,Ron,L,1,4,N,4,,2018,2009-2012,Y,Y,,4,"Ethnic Religions"
rng,Ronga,L,2,5,N,5,1923,1903-2011,1896-1905,Y,N,,1,Christianity
ror,Rongga,L,1,1,Y,1,,,,N,N,,6,Islam
rnp,Rongpo,L,,,N,1,,,,N,N,,,
roe,Ronji,L,1,5,N,1,,,,N,N,,1,Christianity
rnn,Roon,L,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
rga,Roria,L,1,5,N,1,,,,N,N,,4,"Ethnic Religions"
roo,Rotokas,L,1,5,N,4,,1982,1969,N,Y,1185,1,Christianity
rtm,Rotuman,L,1,5,N,5,1999,1870-1930,1867-1928,N,Y,,1,Christianity
rug,Roviana,L,1,5,N,5,2017,1953-1995,1916-1990,Y,Y,rug,1,Christianity
rdb,Rudbari,L,1,1,Y,0,,,,N,Y,,6,Islam
rui,Rufiji,L,1,2,N,1,,,,N,Y,,6,Islam
ruh,Ruga,N,,,N,0,,,,N,N,,,
dru,Rukai,L,1,4,N,5,2017,2001,Yes,N,Y,dru,1,Christianity
ruz,Ruma,L,1,4,N,0,,,,N,Y,,4,"Ethnic Religions"
klq,Rumu,L,1,5,N,3,,,1965-1993,Y,Y,,1,Christianity
run,Rundi,L,9,5,N,5,1967,2010,1920-1986,Y,Y,,1,Christianity
rou,Runga,L,2,1,Y,1,,,,N,N,,6,Islam
drg,Rungus,L,1,4,N,5,2014,1981,1961-1990,N,Y,,1,Christianity
rnw,Rungwa,L,1,3,N,1,,,,N,N,,1,Christianity
ruc,Ruruuli-Runyala,L,1,5,N,3,,,2014,Y,N,,1,Christianity
rus,Russian,L,110,3,N,5,1680-2011,1821-1991,1815-1993,Y,Y,400,1,Christianity
rsl,"Russian Sign Language",L,2,,N,3,,,Yes,Y,N,,1,Christianity
rue,Rusyn,L,8,4,N,3,,,2009,N,Y,,1,Christianity
rut,Rutul,L,2,1,Y,0,,,,N,N,,6,Islam
rnd,Ruund,L,2,5,N,5,2008-2009,1933-1996,1914-1972,Y,Y,,1,Christianity
rwk,Rwa,L,1,5,N,4,,1964,Yes,N,Y,,1,Christianity
sax,Sa,L,1,5,N,2,,,,N,Y,,1,Christianity
apb,Sa'a,L,1,5,N,4,,1910-2005,1896-1995,Y,Y,apb,1,Christianity
snv,Sa'ban,L,2,5,N,3,,,1969,N,Y,,1,Christianity
sav,Saafi-Saafi,L,1,2,N,3,,,2013,N,Y,,6,Islam
raq,Saam,N,3,1,Y,0,,,,N,N,,8,"Other / Small"
sia,"Saami, Akkala",N,,,N,0,,,,N,N,,,
smn,"Saami, Inari",L,1,5,N,3,,,1903-1980,N,Y,,1,Christianity
sjd,"Saami, Kildin",N,1,4,N,4,,1903,Yes,N,N,,1,Christianity
smj,"Saami, Lule",L,2,4,N,4,,1903-2003,Yes,N,N,,1,Christianity
sme,"Saami, North",L,3,4,N,5,1895,1840-1998,1838-1954,N,Y,,1,Christianity
sje,"Saami, Pite",N,,,N,0,,,,N,N,,,
sms,"Saami, Skolt",L,2,4,N,3,,,1878-1988,N,N,,1,Christianity
sma,"Saami, South",L,2,4,N,3,,,Yes,N,N,,1,Christianity
sjt,"Saami, Ter",N,,,N,0,,,,N,N,,,
sju,"Saami, Ume",N,,,N,5,1811,1755,1648-1881,N,N,,,
lsm,Saamya-Gwe,L,2,5,N,5,1975,2011,1904-1968,N,Y,,1,Christianity
sxr,Saaroa,N,,,N,0,,,,N,N,,,
saa,Saba,L,1,1,Y,2,,,,N,Y,,6,Islam
sae,Sabane,N,1,5,N,0,,,,N,N,,4,"Ethnic Religions"
spy,Sabaot,L,1,5,N,5,2012,1998,1987-1993,Y,Y,454,1,Christianity
sbo,Sabum,N,,,N,0,,,,N,N,,,
sck,Sadri,L,111,1,Y,4,,1931-2016,1907-1919,Y,Y,,5,Hinduism
sdr,"Sadri, Oraon",L,17,3,N,4,,2003,Yes,Y,Y,,5,Hinduism
skb,Saek,L,2,1,Y,1,,,,N,Y,,2,Buddhism
spd,Saep,L,1,3,N,3,,,1997,N,N,,1,Christianity
saf,Safaliba,L,1,4,N,3,,,2003,N,Y,,6,Islam
apz,Safeyoka,L,1,5,N,4,,1989,1971-1977,N,Y,957,1,Christianity
sbk,Safwa,L,1,1,Y,3,,,2011–2015,Y,Y,,4,"Ethnic Religions"
sbm,Sagala,L,1,5,N,1,,,,N,N,,4,"Ethnic Religions"
tga,Sagalla,L,1,5,N,4,,1994,1892-1994,N,Y,,4,"Ethnic Religions"
ssy,Saho,L,2,2,N,3,,,1964,Y,Y,,6,Islam
saj,Sahu,L,1,4,N,4,,2015,2002-2007,Y,N,,1,Christianity
acf,"Saint Lucian Creole French",L,8,5,N,4,,1999,1894-1992,N,Y,510,1,Christianity
xsy,Saisiyat,L,1,5,N,0,,,,N,Y,,1,Christianity
sjb,"Sajau Basap",L,1,2,N,1,,,,N,Y,,4,"Ethnic Religions"
sch,Sakachep,L,2,3,N,4,,2017,2002,N,Y,,1,Christianity
sku,Sakao,L,1,5,N,3,,,1905-1949,N,Y,,1,Christianity
quv,Sakapulteko,L,1,4,N,3,,,1980,N,Y,,1,Christianity
skt,Sakata,L,1,5,N,3,,,1932-1951,Y,Y,,1,Christianity
sak,Sake,N,1,4,N,0,,,,N,N,,1,Christianity
skf,Sakirabia,N,,,N,0,,,,N,N,,,
szy,Sakizaya,L,1,3,N,1,,,,N,N,,1,Christianity
shq,Sala,L,1,5,N,1,,,,N,Y,,4,"Ethnic Religions"
slx,Salampasu,L,1,4,N,3,,,1938,N,Y,,1,Christianity
slr,Salar,L,1,1,Y,3,,,2015,N,Y,,6,Islam
sgu,Salas,N,,,N,0,,,,N,N,,,
sau,Saleman,L,1,1,Y,3,,,1994-2005,N,Y,,6,Islam
sbe,Saliba,L,1,5,N,4,,Yes,2007,N,Y,sbe,1,Christianity
slc,Saliba,N,2,4,N,0,,,,N,Y,,1,Christianity
sln,Salinan,N,,,N,0,,,,N,N,,,
str,"Salish, Straits",N,,,N,0,,,,N,N,,,
sdz,Sallands,L,,,N,1,,,,N,N,,,
sll,Salt-Yui,L,1,5,N,4,,1978,1967,N,N,1193,1,Christianity
loe,Saluan,L,2,2,N,5,2002,Yes,Yes,Y,Y,,6,Islam
slj,Saluma,N,1,2,N,0,,,,N,N,,4,"Ethnic Religions"
esn,"Salvadoran Sign Language",L,1,,N,2,,,,N,N,,1,Christianity
snx,Sam,L,1,5,N,3,,,2005-2015,N,N,,1,Christianity
smd,Sama,L,1,4,N,1,,,,N,N,,1,Christianity
sse,"Sama, Balangingih",L,2,1,Y,4,,2008,1979-2009,Y,Y,,6,Islam
sml,"Sama, Central",L,2,1,Y,4,,1987-2008,1966-2008,Y,Y,,4,"Ethnic Religions"
slm,"Sama, Pangutaran",L,1,1,Y,4,,1994,1979-1986,N,N,,6,Islam
ssb,"Sama, Southern",L,2,1,Y,3,,,1979-2009,Y,Y,,6,Islam
sam,"Samaritan Aramaic",N,,,N,3,,,1780-1872,N,N,,,
smp,"Samaritan Hebrew",N,,,N,5,1853,Yes,1632-1965,N,N,,,
tmj,Samarokena,L,1,4,N,1,,,,N,N,,1,Christianity
ysd,Samatao,N,1,1,Y,0,,,,N,N,,4,"Ethnic Religions"
syx,Samay,L,1,4,N,1,,,,N,N,,1,Christianity
smx,Samba,L,1,4,N,2,,,,N,N,,1,Christianity
ccg,"Samba Daka",L,2,4,N,3,,,1933,Y,Y,,4,"Ethnic Religions"
ndi,"Samba Leko",L,2,4,N,4,,2001,Yes,Y,Y,1118,4,"Ethnic Religions"
xsb,Sambal,L,1,4,N,4,,1999-2000,1938-1979,Y,Y,1318,1,Christianity
sbl,"Sambal, Botolan",L,1,4,N,4,,1982,1966-1974,N,Y,1343,4,"Ethnic Religions"
spv,Sambalpuri,L,5,1,Y,3,,,Yes,Y,N,,5,Hinduism
xab,Sambe,N,,,N,0,,,,N,N,,,
ssx,Samberigi,L,1,5,N,4,,1993,1978-1993,N,Y,,1,Christianity
saq,Samburu,L,3,5,N,4,,2018,2012–2015,Y,Y,,4,"Ethnic Religions"
smh,Samei,L,1,1,Y,1,,,,N,Y,,4,"Ethnic Religions"
smq,Samo,L,1,5,N,3,,,1980-2007,N,Y,,1,Christianity
stj,"Samo, Matya",L,2,4,N,2,,,,N,Y,,4,"Ethnic Religions"
sym,"Samo, Maya",L,1,4,N,2,,,,N,Y,,4,"Ethnic Religions"
sbd,"Samo, Southern",L,1,4,N,5,2014,1995,1964-1991,Y,Y,,4,"Ethnic Religions"
smo,Samoan,L,6,5,N,5,1855-1970,1846-1982,1836-1847,Y,Y,599,1,Christianity
sgs,Samogitian,L,,,N,4,,1904,Yes,N,N,,,
swm,Samosa,L,1,5,N,0,,,,N,N,,1,Christianity
rav,Sampang,L,4,1,Y,4,,2008,Yes,N,Y,,8,"Other / Small"
sxm,Samre,N,,,N,0,,,,N,N,,,
stu,Samtao,L,3,4,N,2,,,,N,N,,2,Buddhism
smv,Samvedi,L,,,N,0,,,,N,N,,,
scf,"San Miguel Creole French",N,,,N,0,,,,N,N,,,
spn,Sanapana,L,1,4,N,3,,,1994–2010,N,Y,,1,Christianity
sad,Sandawe,L,1,4,N,3,,,2006-2012,N,Y,,4,"Ethnic Religions"
sng,Sanga,L,1,5,N,5,1928-1994,1904-1988,1903-1985,Y,Y,,1,Christianity
xsn,Sanga,L,1,1,Y,3,,,Yes,Y,Y,,4,"Ethnic Religions"
scg,Sanggau,L,1,1,Y,2,,,,N,Y,,6,Islam
snl,Sangil,L,1,1,Y,3,,,1981–2011,Y,Y,,6,Islam
sxn,Sangir,L,4,5,N,5,2009,1883-1994,1875-1999,Y,Y,,1,Christianity
sgr,Sangisari,L,1,1,Y,1,,,,N,Y,,6,Islam
sgk,Sangkong,L,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
sgy,Sanglechi,L,2,1,Y,1,,,,N,Y,,6,Islam
sag,Sango,L,5,5,N,5,1992–2012,1935-1993,1927-1993,Y,Y,1285,1,Christianity
snj,"Sango, Riverain",L,1,5,N,1,,,,N,N,,1,Christianity
sbp,Sangu,L,1,4,N,3,,,2010–2016,Y,Y,,4,"Ethnic Religions"
snq,Sangu,L,1,4,N,3,,,1943-1959,N,Y,,1,Christianity
ysn,Sani,L,10,1,Y,0,,,,N,Y,,4,"Ethnic Religions"
ysy,Sanie,N,1,1,Y,0,,,,N,N,,4,"Ethnic Religions"
sny,Saniyo-Hiyewe,L,1,5,N,4,,2005,1983-1984,N,Y,1210,1,Christianity
ssi,Sansi,L,4,1,Y,3,,,Yes,Y,Y,,6,Islam
san,Sanskrit,L,37,1,Y,5,1822,1808-1851,1811-1893,N,Y,san,5,Hinduism
sat,Santhali,L,179,2,N,5,1914-2005,1887-1962,1868-1989,Y,Y,sat,5,Hinduism
xsu,Sanuma,L,2,5,N,4,,2007,Yes,Y,Y,,4,"Ethnic Religions"
cri,Saotomense,L,2,4,N,2,,,,N,N,,1,Christianity
spr,Saparua,N,1,5,N,0,,,,N,N,,1,Christianity
spc,Sape,N,,,N,3,,,Yes,N,N,,,
krn,Sapo,L,1,4,N,3,,,1956,N,Y,,4,"Ethnic Religions"
sps,Saposa,L,1,5,N,4,,2001,1985-1987,N,Y,1271,1,Christianity
spu,Sapuan,L,1,1,Y,1,,,,N,Y,,4,"Ethnic Religions"
mwm,Sar,L,1,4,N,5,2011,1972-1986,1950,Y,Y,446,1,Christianity
sbz,"Sara Kaba",L,1,5,N,1,,,,N,Y,,4,"Ethnic Religions"
skr,Saraiki,L,402,1,Y,3,,,1898-2009,Y,Y,,6,Islam
srm,Saramaccan,L,3,2,N,4,,1991-2009,1974-2000,Y,Y,272,4,"Ethnic Religions"
zsa,Sarasira,L,1,5,N,1,,,,N,N,,1,Christianity
sro,"Sardinian, Campidanese",L,1,3,N,3,,,1860-1900,N,Y,,1,Christianity
sdn,"Sardinian, Gallurese",L,1,3,N,3,,,1861-1862,N,Y,,1,Christianity
src,"Sardinian, Logudorese",L,1,3,N,3,,,1858-1861,Y,Y,,1,Christianity
sdc,"Sardinian, Sassarese",L,1,3,N,3,,,1863-1866,N,N,,1,Christianity
asj,Sari,L,1,3,N,3,,,2014,N,N,,1,Christianity
srh,Sarikoli,L,1,1,Y,0,,,,N,N,,6,Islam
sdf,Sarli,L,1,1,Y,0,,,,N,N,,6,Islam
srs,Sarsi,N,,,N,0,,,,N,N,,,
onp,Sartang,L,49,2,N,2,,,,N,Y,,2,Buddhism
swy,Sarua,L,1,1,Y,0,,,,N,N,,6,Islam
sdu,Sarudu,L,1,1,Y,1,,,,N,N,,6,Islam
sra,Saruga,L,1,5,N,1,,,,N,N,,1,Christianity
sas,Sasak,L,1,1,Y,4,,2007,1948,Y,Y,,6,Islam
sxs,Sasaru,L,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
stw,Satawalese,L,1,4,N,2,,,,N,N,,1,Christianity
mav,Satere-Mawe,L,2,5,N,4,,1986,1968,Y,Y,619,1,Christianity
stq,Saterfriesisch,L,1,3,N,0,,,,N,N,,1,Christianity
sdl,"Saudi Arabian Sign Language",L,1,,N,1,,,,N,N,,6,Islam
saz,Saurashtra,L,42,1,Y,4,,2001,1978-1988,Y,Y,,5,Hinduism
srt,Sauri,L,1,4,N,1,,,,N,N,,1,Christianity
mjt,"Sauria Paharia",L,1,3,N,5,2019,1999,1881-1994,Y,Y,,5,Hinduism
sao,Sause,L,1,4,N,1,,,,N,Y,,1,Christianity
sdg,Savi,L,1,1,Y,0,,,,N,Y,,6,Islam
svs,Savosavo,L,1,5,N,2,,,,N,Y,,1,Christianity
szw,Sawai,L,1,2,N,3,,,1994-2005,N,N,,6,Islam
swr,Saweru,L,1,4,N,1,,,,N,Y,,1,Christianity
saw,Sawi,N,1,4,N,4,,1973-1994,1970-1994,N,Y,,1,Christianity
swt,Sawila,L,1,4,N,1,,,,N,N,,1,Christianity
frs,"Saxon, East Frisian Low",L,1,3,N,0,,,,N,N,,1,Christianity
nds,"Saxon, Low",L,,,N,5,1478-1534,1915-1984,1475-2000,N,Y,,,
sxu,"Saxon, Upper",L,,,N,3,,,1996,N,N,,,
say,Saya,L,1,5,N,3,,,2012,Y,Y,,1,Christianity
sco,Scots,L,2,4,N,4,,1901-1984,1997,N,N,885,1,Christianity
gla,"Scottish Gaelic",L,2,4,N,5,1801-1992,1767-1875,1684-2011,Y,Y,gla,1,Christianity
gul,"Sea Island Creole English",L,1,5,N,4,,2005,1994-2003,N,Y,585,1,Christianity
kdg,Seba,L,1,4,N,1,,,,N,N,,1,Christianity
sgw,"Sebat Bet Gurage",L,7,4,N,5,2010,1983,1979-2000,Y,Y,,1,Christianity
sbx,Seberuang,L,1,2,N,1,,,,N,Y,,4,"Ethnic Religions"
sib,Sebop,L,1,2,N,1,,,,N,N,,6,Islam
snb,Sebuyau,L,1,2,N,1,,,,N,N,,4,"Ethnic Religions"
sec,Sechelt,N,,,N,0,,,,N,N,,,
sey,Secoya,L,2,4,N,4,,1990-2012,1969,N,N,664,4,"Ethnic Religions"
sed,Sedang,L,2,2,N,3,,,1967-1978,N,Y,,4,"Ethnic Religions"
tvw,Sedoa,L,1,4,N,4,,Yes,2011-2012,Y,N,,1,Christianity
trv,Seediq,L,2,5,N,5,2005,1963-1988,1956-1960,N,Y,,1,Christianity
sos,Seeku,L,2,4,N,1,,,,N,Y,,4,"Ethnic Religions"
sge,Segai,L,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
seg,Segeju,N,2,1,Y,0,,,,N,Y,,6,Islam
sbg,Seget,L,1,3,N,1,,,,N,Y,,1,Christianity
sfw,Sehwi,L,2,5,N,4,,2004,1998,N,Y,,1,Christianity
ssg,Seimat,L,1,5,N,4,,2012,Yes,N,N,626,1,Christianity
hik,Seit-Kaitetu,L,1,1,Y,1,,,,N,N,,6,Islam
lce,Sekak,L,1,4,N,1,,,,N,N,,6,Islam
sek,Sekani,N,,,N,3,,,1969,N,Y,,,
skp,Sekapan,L,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
skz,Sekar,L,1,4,N,1,,,,N,N,,1,Christianity
ske,Seke,L,1,5,N,1,,,,N,N,,1,Christianity
skj,Seke,L,4,1,Y,0,,,,N,Y,,2,Buddhism
syi,Seki,L,2,3,N,1,,,,N,N,,1,Christianity
skx,"Seko Padang",L,1,4,N,3,,,2000–2013,Y,Y,,1,Christianity
sko,"Seko Tengah",L,1,4,N,1,,,,N,N,,1,Christianity
lip,Sekpele,L,1,5,N,4,,2009,2003-2005,N,Y,lip,1,Christianity
kgi,"Selangor Sign Language",N,,,N,0,,,,N,N,,,
slu,Selaru,L,1,4,N,4,,2012,1997-2010,Y,Y,,1,Christianity
sly,Selayar,L,1,1,Y,4,,2012,Yes,Y,Y,,6,Islam
snw,Selee,L,1,5,N,4,,2009,2003-2005,N,Y,snw,1,Christianity
spl,Selepet,L,1,5,N,4,,1986,1975,N,N,1227,1,Christianity
sel,Selkup,L,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
sws,Seluwasan,L,1,4,N,1,,,,N,N,,1,Christianity
sea,Semai,L,1,4,N,3,,,1951-2011,N,Y,,4,"Ethnic Religions"
sdm,Semandang,L,1,5,N,4,,2017,1982,N,Y,,4,"Ethnic Religions"
szc,"Semaq Beri",L,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
sza,Semelai,L,1,1,Y,0,,,,N,N,,4,"Ethnic Religions"
etz,Semimi,L,1,4,N,0,,,,N,N,,1,Christianity
ssm,Semnam,L,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
smy,Semnani,L,1,1,Y,0,,,,N,Y,,6,Islam
xse,Sempan,L,1,3,N,2,,,,N,N,,1,Christianity
seh,Sena,L,2,5,N,5,2006-2013,1983,1897,Y,Y,1378,1,Christianity
swk,"Sena, Malawi",L,1,5,N,5,2005,2000,Yes,Y,Y,,1,Christianity
syn,Senaya,N,,,N,0,,,,N,N,,,
see,Seneca,N,2,4,N,3,,,1829-2011,N,Y,,1,Christianity
szg,Sengele,L,1,4,N,3,,,1915-1930,Y,Y,,1,Christianity
spk,Sengo,L,1,5,N,1,,,,N,N,,1,Christianity
ssz,Sengseng,L,1,5,N,4,,2006,1992,N,N,,1,Christianity
